[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=0) = 0.0
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=1) = -2.0000000000000004
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=2) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=3) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=4) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=5) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=6) = -4.0
[2025-10-05 22:36:57] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 1) = -0.219970703125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2069) = 0.0302734375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 1998) = -1.486572265625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1885) = -2.9541015625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1856) = -2.32763671875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1975) = -2.62353515625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1926) = -2.880615234375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1888) = -2.682373046875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2070) = -0.00439453125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 1999) = -1.6865234375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1886) = -2.892333984375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1857) = -1.92333984375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1927) = -3.43798828125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1976) = -2.728515625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2071) = -0.03271484375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1889) = -2.85009765625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2000) = -1.584716796875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1887) = -2.671142578125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1928) = -3.240478515625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1858) = -2.087158203125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1977) = -2.84619140625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2072) = 0.0068359375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2001) = -1.85693359375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1890) = -2.776611328125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1929) = -3.202392578125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1888) = -2.698486328125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1859) = -2.19384765625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1978) = -2.84619140625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2073) = 0.0146484375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2002) = -1.91064453125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1930) = -3.385986328125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1889) = -3.078125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1860) = -2.2255859375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1891) = -2.638916015625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2074) = -0.026611328125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1979) = -2.781494140625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2003) = -1.895263671875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1892) = -2.5703125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1890) = -3.13134765625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1931) = -3.184326171875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1861) = -2.18212890625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2075) = 0.013427734375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1980) = -2.819580078125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2004) = -1.88916015625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1891) = -3.001220703125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1893) = -2.820556640625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2076) = 0.008056640625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1862) = -2.218994140625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1932) = -3.234130859375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1981) = -2.766357421875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2005) = -1.890869140625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1892) = -2.9052734375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2077) = -0.015625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1894) = -2.453369140625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1863) = -2.24169921875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1982) = -2.76953125
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1933) = -3.526123046875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2006) = -1.7880859375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1893) = -2.625732421875
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1895) = -2.68212890625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2078) = 0.05615234375
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1983) = -2.668212890625
[2025-10-05 22:39:14] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1864) = -2.197265625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1934) = -3.49267578125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2007) = -1.822265625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1894) = -2.618896484375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1896) = -2.62744140625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2079) = 0.0498046875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1984) = -2.6162109375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1865) = -2.061279296875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2008) = -1.8310546875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1935) = -3.573974609375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1897) = -2.59130859375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1895) = -3.06005859375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2080) = -0.010009765625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1985) = -2.163818359375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1866) = -2.230712890625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2009) = -1.512939453125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1936) = -3.48291015625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1898) = -2.834228515625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1896) = -3.050048828125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2081) = 0.05078125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1986) = -2.294921875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2010) = -1.679931640625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1867) = -2.365478515625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1937) = -3.1455078125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1899) = -2.933837890625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1897) = -2.9833984375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2082) = -0.008544921875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1987) = -2.837890625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2011) = -1.7939453125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1868) = -2.209716796875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1900) = -2.907470703125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1938) = -3.17236328125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1898) = -3.087890625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2083) = 0.01025390625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1988) = -2.97265625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2012) = -1.71630859375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1869) = -2.1396484375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1899) = -2.970947265625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1901) = -2.658935546875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1939) = -3.52978515625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2084) = -0.0380859375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1989) = -2.73583984375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1900) = -3.09375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2013) = -1.63671875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1870) = -2.209228515625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2085) = 0.06396484375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1940) = -3.379638671875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1902) = -2.6279296875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1990) = -2.780517578125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2014) = -1.59912109375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1901) = -2.89013671875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1871) = -2.162353515625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2086) = 0.0087890625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1941) = -3.2685546875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1903) = -2.866455078125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1991) = -2.58349609375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2015) = -1.7216796875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2087) = 0.009521484375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1872) = -2.197509765625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1904) = -2.828369140625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1992) = -2.765380859375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1902) = -2.99267578125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1942) = -3.28369140625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2016) = -1.791748046875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2088) = 0.025146484375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1873) = -2.2529296875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1943) = -3.44677734375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1993) = -2.766845703125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1903) = -2.946044921875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1905) = -2.56103515625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2017) = -1.693359375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2089) = -0.014404296875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1874) = -2.19384765625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1994) = -2.762939453125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1904) = -2.976318359375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1944) = -3.430419921875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1906) = -2.734130859375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2018) = -1.756103515625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2090) = 0.0078125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1875) = -2.230224609375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1995) = -2.7314453125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1905) = -2.796142578125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1945) = -3.441650390625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2091) = -0.009765625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1907) = -2.737548828125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2019) = -1.8212890625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1876) = -2.290771484375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1906) = -2.656494140625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1996) = -2.701416015625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1946) = -3.541748046875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2020) = -1.786376953125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2092) = -0.002685546875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1908) = -2.729248046875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1877) = -2.1513671875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1907) = -3.015869140625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2021) = -1.718994140625
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1997) = -2.626220703125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2093) = -0.036865234375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1947) = -3.4296875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1878) = -2.16064453125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1909) = -2.692138671875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1908) = -2.9443359375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2094) = -0.034912109375
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1998) = -2.622314453125
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1948) = -3.489013671875
[2025-10-05 22:39:15] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2022) = -1.715087890625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1910) = -2.720703125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1879) = -2.13330078125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1949) = -3.51416015625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2023) = -1.761962890625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1909) = -2.86669921875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2095) = -0.03564453125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 1999) = -2.146240234375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2096) = -0.00537109375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1950) = -3.66748046875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1911) = -2.62060546875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1910) = -2.822021484375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1880) = -2.2197265625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 2000) = -2.072998046875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2024) = -1.694580078125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2097) = 0.02099609375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1912) = -2.82177734375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 2001) = -2.867919921875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1911) = -2.91455078125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1951) = -3.31396484375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1881) = -2.367431640625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2025) = -1.588134765625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2098) = -0.0009765625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1913) = -2.68408203125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 2002) = -2.652587890625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1952) = -3.312744140625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1912) = -2.9755859375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1882) = -2.32421875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2026) = -1.576171875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2099) = 0.017822265625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1914) = -2.8564453125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1913) = -2.857177734375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 2003) = -2.64453125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1953) = -3.407958984375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2027) = -1.52587890625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1883) = -2.253173828125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2100) = 0.057373046875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1915) = -2.829345703125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1914) = -2.893798828125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 2004) = -2.567138671875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2028) = -1.541015625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1954) = -3.58837890625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1884) = -2.172607421875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1916) = -2.86767578125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2101) = -0.005126953125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 2005) = -2.583984375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 1915) = -2.972900390625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 1955) = -3.34033203125
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 1885) = -1.722412109375
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 2029) = -1.759765625
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 1917) = -2.719482421875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 2102) = 0.016357421875
[2025-10-05 22:39:16] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 2006) = -2.587646484375
